Date,Retailer,EAN,Category,Manufacturer,Brand,Product Title,Image,On Promotion,Promotion Description,Base Price,Shelf Price,Promoted Price
2022-02-03,Ocado,745125437071,Ground Coffee,Volcano Coffee Works,Volcano Coffee Works,Volcano Coffee Works Reserve Rich Sweet Ground Coffee 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/549579011,True,"Save 25%, was £27",27.0,20.25,20.25
2022-02-03,Ocado,70177010539,English Breakfast Tea,R Twinings & Co Ltd,Twinings,Twinings English Breakfast Leaf Tea 125g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177010539,False,,2.5,2.5,2.5
2022-02-03,Ocado,5023984000045,Green Tea,Newby Teas,Newby,Newby Teas Hunan Green Silken Pyramids 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/410317011,False,,6.0,6.0,6.0
2022-02-03,Ocado,634158826900,Green Tea,Taiki Tea,Taiki Tea,Taiki Tea Premium Organic Ceremonial Matcha Tin 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/407460011,False,,25.0,25.0,25.0
2022-02-03,Ocado,5055540027548,Instant Coffee,Ocado Retail Ltd,Ocado Gold,Ocado Gold Colombian Freeze Dried Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/387517011,False,,3.2,3.2,3.2
2022-02-03,Ocado,732217205779,Green Tea,R Twinings & Co Ltd,Jacksons of Piccadilly,Jacksons of Piccadilly Sencha Green Tea 20 Tea Bags 50g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0732217205779,False,,2.5,2.5,2.5
2022-02-03,Ocado,7613035303140,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Partners' Blend Sustainable Fairtrade Coffee 500g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/403657011,False,,17.0,17.0,17.0
2022-02-03,Ocado,5021991942631,Green Tea,Kallo Foods Ltd,Clipper,Clipper Organic & Fairtrade Green Tea 40 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021991942631,False,,2.5,2.5,2.5
2022-02-03,Ocado,5060331430070,English Breakfast Tea,Brew Tea Co,Brew Tea Co,Brew Tea Co English Breakfast Tea Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/428699011,True,"Save 20%, was £4.60",4.6,3.68,3.68
2022-02-03,Ocado,741392,Instant Coffee,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Rich Roast Instant Coffee 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000741392,False,,2.25,2.25,2.25
2022-02-03,Ocado,8711000869703,Coffee Beans,Jacobs Douwe Egberts,Douwe Egberts,Douwe Egberts Barista Editions Rich Espresso Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/549468011,False,,14.0,14.0,14.0
2022-02-03,Ocado,5060136751783,Fruit & Herbal Tea,Teapigs,Teapigs,Teapigs Cold Brew Lychee Rose Tea 10s 25g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060136751783,False,,4.0,4.0,4.0
2022-02-03,Ocado,70177115227,Fruit & Herbal Tea,R Twinings & Co Ltd,Twinings,Twinings Camomile And Honey 20s 30g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177115227,False,,1.7,1.7,1.7
2022-02-03,Ocado,5021991000225,Black Tea,Kallo Foods Ltd,Clipper,Clipper Fairtrade Organic Speciality Assam Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021991000225,False,,3.0,3.0,3.0
2022-02-03,Ocado,5060519146090,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Fresh Start 20 Tea Sachets 34g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060519146090,False,,3.45,3.45,3.45
2022-02-03,Ocado,70177177775,English Breakfast Tea,R Twinings & Co Ltd,Twinings,"Twinings English Breakfast Tea, 160 Tea Bags",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177177775,False,,7.5,7.5,7.5
2022-02-03,Ocado,7613035302884,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Azera Americano 500g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/339768011,False,,22.5,22.5,22.5
2022-02-03,Ocado,730853,English Breakfast Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade English Breakfast Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000730853,False,,1.9,1.9,1.9
2022-02-03,Ocado,730792,Black Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Luxury Gold Teabags 80 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000730792,False,,2.75,2.75,2.75
2022-02-03,Ocado,5010244005537,Black Tea,Tea India Ltd,Tea India,Tea India Nilgiri 40 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5010244005537,False,,3.0,3.0,3.0
2022-02-03,Ocado,5060107650121,Fruit & Herbal Tea,Summerdown Farms,Summerdown,Summerdown English Peppermint Tea 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060107650121,True,"Save 20%, was £4.50",4.5,3.6,3.6
2022-02-03,Ocado,5060136753053,Fruit & Herbal Tea,Teapigs,Teapigs,Teapigs Superfruit Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/76900011,False,,12.0,12.0,12.0
2022-02-03,Ocado,5010244005513,Black Tea,Tea India Ltd,Tea India,Tea India Darjeeling 40 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5010244005513,False,,3.0,3.0,3.0
2022-02-03,Ocado,5060528090209,Fruit & Herbal Tea,Runwick Roastery Ltd,Cupsmith,Cupsmith Organic Garden Mint Tea 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/409507011,False,,4.4,4.4,4.4
2022-02-03,Ocado,5065000523909,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka After Dinner Tea Bags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5065000523909,False,,3.45,3.45,3.45
2022-02-03,Ocado,5060876040543,Coffee Beans,Roasting Plant UK,Roasting Plant,Roasting Plant Peruvian Single Origin Coffee Beans 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/556825011,False,,8.5,8.5,8.5
2022-02-03,Ocado,8000070038370,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Espresso Intenso Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8000070038370,False,,18.0,18.0,18.0
2022-02-03,Ocado,8001685123772,Coffee Beans,Pellini Caffé S.p.A.,PELLINI,Pellini No.82 Vivace Roasted Coffee Beans 500g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/329177011,True,"Save 20%, was £9",9.0,7.2,7.2
2022-02-03,Ocado,5060496500038,Chai Tea,Advana Ltd,Balaggan,Balaggan Ginger Chai 12 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/459309011,False,,5.0,5.0,5.0
2022-02-03,Ocado,5034718063021,Coffee Beans,Roastworks Coffee Co. Ltd,Roastworks Coffee Co. Ltd,Roastworks Espresso Whole Bean Coffee 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/466924011,True,"Save 25%, was £25",25.0,18.75,18.75
2022-02-03,Ocado,5021418003457,Fruit & Herbal Tea,Imporient,Birchall Tea,Birchall Camomile - 15 Prism Tea Bags,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021418003457,False,,4.0,4.0,4.0
2022-02-03,Ocado,735346,Black Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Empress Grey Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000735346,False,,1.9,1.9,1.9
2022-02-03,Ocado,5060574950083,Coffee Beans,Grind,GRIND,Grind Black Blend Whole Bean Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/484580011,False,,8.95,8.95,8.95
2022-02-03,Ocado,5060876040093,Coffee Beans,Roasting Plant UK,Roasting Plant,Roasting Plant Blend Coffee Beans 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/556827011,False,,7.0,7.0,7.0
2022-02-03,Ocado,5000208091652,English Breakfast Tea,Tata Global Beverages GB Ltd,Good Earth,Good Earth Bold English Breakfast Tea Bags x15,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208091652,True,"Now £2, was £2.75",2.75,2.0,2.0
2022-02-03,Ocado,5060225470359,Decaf Coffee,Caffè Nero,Caffè Nero,Caffe Nero Classico Decaffeinated Ground Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060225470359,False,,3.85,3.85,3.85
2022-02-03,Ocado,5021991942587,Everyday Tea,Kallo Foods Ltd,Clipper,Clipper Organic & Fairtrade Everyday Tea 40 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/521394011,False,,2.5,2.5,2.5
2022-02-03,Ocado,749105017444,Chai Tea,The East India Company Food and Beverages Ltd,The East India Company,The East India Company Governor Aungier's Bombay Chai Tea Sachets 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/97933011,False,,6.0,6.0,6.0
2022-02-03,Ocado,8001685122423,Coffee Beans,Pellini Caffé S.p.A.,PELLINI,Pellini No.82 Vivace Roasted Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/329178011,True,"Save 20%, was £16.20",16.2,12.96,12.96
2022-02-03,Ocado,5060496500007,Chai Tea,Advana Ltd,Balaggan,Balaggan Tropical Chai 12 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/459311011,False,,5.0,5.0,5.0
2022-02-03,Ocado,8000070025400,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Crema E Aroma Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/497498011,False,,15.99,15.99,15.99
2022-02-03,Ocado,5055540024431,Ground Coffee,Ocado Retail Ltd,Ocado,Ocado Original Blend Roast & Ground Coffee 454g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/313338011,False,,4.3,4.3,4.3
2022-02-03,Ocado,5024268033018,Fruit & Herbal Tea,The East India Company Food and Beverages Ltd,The East India Company,The East India Company Nile Chamomile Infusion Pyramid Bags 10 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/505316011,False,,8.0,8.0,8.0
2022-02-03,Ocado,29073504,Decaf Coffee,Marks and Spencer plc,Marks and Spencer,M&S Collection Decaffeinated Colombian Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000029073504,False,,3.7,3.7,3.7
2022-02-03,Ocado,5022032105343,English Breakfast Tea,Whittard,Whittard,Whittard English Breakfast Loose Tea Caddy 140g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/468773011,False,,12.0,12.0,12.0
2022-02-03,Ocado,5055540007700,Ground Coffee,Ocado Retail Ltd,Ocado,Ocado Original Blend Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/87410011,False,,2.4,2.4,2.4
2022-02-03,Ocado,190817101752,Black Tea,Harrods,Harrods,Harrods Christmas Blend Tea  125g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0190817101752,False,,12.0,12.0,12.0
2022-02-03,Ocado,5060406080308,Ground Coffee,Minor Figures Ltd,Minor Figures,Minor Figures Double Origin Ground Filter Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/437167011,True,"Save 15%, was £7",7.0,5.95,5.95
2022-02-03,Ocado,5060605540306,Green Tea,Good & Proper Tea,Good & Proper,Good & Proper Tea - Loose Leaf Sencha Green Tea 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/544475011,False,,8.0,8.0,8.0
2022-02-03,Ocado,9003035095912,Fruit & Herbal Tea,Neuner's,Neuner's,Neuner's Organic Baby Stomach Tea Bags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/317269011,False,,4.8,4.8,4.8
2022-02-03,Ocado,813427000702,English Breakfast Tea,The Hampstead Tea & Coffee Co. Ltd,Hampstead Organic,Hampstead Tea Organic Fairtrade  English Breakfast 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/525122011,False,,2.6,2.6,2.6
2022-02-03,Ocado,5055540024448,Ground Coffee,Ocado Retail Ltd,Ocado,Ocado Italian Blend Roast & Ground Coffee 454g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/313340011,False,,4.3,4.3,4.3
2022-02-03,Ocado,5060136750175,Fruit & Herbal Tea,Teapigs,Teapigs,Teapigs Yerba Mate Tea Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/76891011,True,"Now £3, was £4.15",4.15,3.0,3.0
2022-02-03,Ocado,5060278620077,Coffee Beans,The New York Delhi Co Ltd,New York Delhi,New York Delhi Americanos Coffee beans in dark chocolate VIP nut 63g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/410563011,False,,2.0,2.0,2.0
2022-02-03,Ocado,5060499230130,Fruit & Herbal Tea,Hoogly Tea Ltd,Hoogly,Hoogly Tea - Cosy Chamomile Tea bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/522565011,False,,5.0,5.0,5.0
2022-02-03,Ocado,5000208083961,English Breakfast Tea,Tata Consumer Products,Tetley,Tetley Speciality English Breakfast 50 Tea Bags 50pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208083961,False,,2.3,2.3,2.3
2022-02-03,Ocado,8003753144313,Instant Coffee,Illycaffè S.p.A,illy,illy Instant Intense Taste 95g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/461486011,False,,6.1,6.1,6.1
2022-02-03,Ocado,5055540007694,Ground Coffee,Ocado Retail Ltd,Ocado,Ocado Italian Blend Roast & Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/87408011,False,,2.4,2.4,2.4
2022-02-03,Ocado,5055540025148,Instant Coffee,Ocado Retail Ltd,Ocado Gold,Ocado Gold Freeze Dried Instant Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/344773011,False,,3.0,3.0,3.0
2022-02-03,Ocado,77324154207,Coffee Beans,San Francisco Bay Coffee Co.,San Francisco Bay Coffee,San Francisco Bay Organic Blend Wholebean Coffee 340g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/551935011,False,,4.75,4.75,4.75
2022-02-03,Ocado,7310050001791,Ground Coffee,Löfbergs Ltd,Löfbergs,Lofbergs Coffee Lovers Organic Medium Roast Ground Coffee 450g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/517317011,False,,5.5,5.5,5.5
2022-02-03,Ocado,5060385291429,Fruit & Herbal Tea,Oteas Ltd,Oteas,Oteas Berry Blend 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/481394011,False,,3.55,3.55,3.55
2022-02-03,Ocado,5021418003365,Black Tea,Imporient,Birchall Tea,Birchall Great Rift Decaf - 15 Prism Tea Bags,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021418003365,False,,4.45,4.45,4.45
2022-02-03,Ocado,8000070016774,Decaf Coffee,Lavazza Coffee Ltd,Carte Noire,Carte Noire Decafeine 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/456014011,False,,4.0,4.0,4.0
2022-02-03,Ocado,7613036130080,Instant Coffee,Nestlé,NESCAFÉ,Nescafe Gold Blend 275g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036130080,False,,7.8,7.8,7.8
2022-02-03,Ocado,5060605540283,Fruit & Herbal Tea,Good & Proper Tea,Good & Proper,Good & Proper Tea - Loose Leaf Peppermint Tea 30g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/544473011,False,,5.0,5.0,5.0
2022-02-03,Ocado,8934711018240,Fruit & Herbal Tea,Fito Ltd,Natur Boutique,Natur Boutique Reishi Tea 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/417030011,False,,4.0,4.0,4.0
2022-02-03,Ocado,5021991941337,Green Tea,Kallo Foods Ltd,Clipper,Clipper Green Tea Bags with Citrus & Echinacea 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021991941337,False,,2.0,2.0,2.0
2022-02-03,Ocado,5023984000014,English Breakfast Tea,Newby Teas,Newby,Newby Teas English Breakfast Silken Pyramids 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/410320011,False,,6.0,6.0,6.0
2022-02-03,Ocado,70177072667,Green Tea,R Twinings & Co Ltd,Twinings,Twinings Salted Caramel Green Tea 20s,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/271146011,False,,2.7,2.7,2.7
2022-02-03,Ocado,5060186534121,Green Tea,Rare Tea Company Ltd,Rare Tea Co,Rare Tea Co Green Tea & Mint Blend Loose Tea 25g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/419551011,False,,6.0,6.0,6.0
2022-02-03,Ocado,5000208044528,Fruit & Herbal Tea,Tata Global Beverages GB Ltd,Good Earth,"Good Earth Hibiscus, Rose & Sweet Berries Tea Bags x15 39g",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208044528,True,"Now £2, was £2.75",2.75,2.0,2.0
2022-02-03,Ocado,5060123605501,Black Tea,Glengettie Tea,Glengettie,Glengettie Tea Bags 80 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060123605501,False,,2.25,2.25,2.25
2022-02-03,Ocado,5060331430674,Fruit & Herbal Tea,Brew Tea Co,Brew Tea Co,Brew Tea Co Lemon & Ginger Tea Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/453485011,True,"Save 20%, was £4.60",4.6,3.68,3.68
2022-02-03,Ocado,5060399772044,Ground Coffee,CRU Kafe,CRU Kafe,CRU Kafe Organic Fairtrade Colombian Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060399772044,False,,5.75,5.75,5.75
2022-02-03,Ocado,5060198252457,Coffee Beans,Cafédirect PLC,Cafédirect,CafeDirect Organic Mayan Gold Whole Beans 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060198252457,False,,4.5,4.5,4.5
2022-02-03,Ocado,8002650000210,Ground Coffee,Saquella 1856 S.r.l.,Saquella Caffé,Saquella Caffe 1856 Gourmet Italian Espresso Guatemala 100% Arabica 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/529071011,False,,5.5,5.5,5.5
2022-02-03,Ocado,7613036932158,Ground Coffee,Nestlé,Starbucks (Nestlé),"Starbucks Veranda Blend, Blonde Roast, Ground Coffee 200g",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/7613036932158,False,,3.7,3.7,3.7
2022-02-03,Ocado,5060605540269,Fruit & Herbal Tea,Good & Proper Tea,Good & Proper,Good & Proper Tea - Loose Leaf Jasmine Pearls Green Tea 50g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/544471011,False,,8.0,8.0,8.0
2022-02-03,Ocado,5060331430476,Green Tea,Brew Tea Co,Brew Tea Co,Brew Tea Co Green Tea Tea Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/428705011,True,"Save 20%, was £4.60",4.6,3.68,3.68
2022-02-03,Ocado,5034718061317,Ground Coffee,Roastworks Coffee Co. Ltd,Roastworks Coffee Co. Ltd,Roastworks Ethiopia Natural Ground Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/466925011,False,,6.0,6.0,6.0
2022-02-03,Ocado,5034718061195,Ground Coffee,Roastworks Coffee Co. Ltd,Roastworks Coffee Co. Ltd,Roastworks Espresso Ground Coffee 200g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/428616011,False,,6.0,6.0,6.0
2022-02-03,Ocado,5032558000022,Chai Tea,Dragonfly Teas,Dragonfly Tea,Dragonfly 20 teabags Rooibos Chai 40g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5032558000022,False,,2.5,2.5,2.5
2022-02-03,Ocado,5000208030699,Black Tea,Tata Consumer Products,Tetley,Tetley Original 80 Tea Bags 80pk,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5000208030699,False,,2.4,2.4,2.4
2022-02-03,Ocado,29073603,English Breakfast Tea,Marks and Spencer plc,Marks and Spencer,M&S Organic Fairtrade English Breakfast Tea Bags 25 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000029073603,False,,2.1,2.1,2.1
2022-02-03,Ocado,5055068217667,Chai Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Vanilla Chai Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217667,False,,7.95,7.95,7.95
2022-02-03,Ocado,5055068217452,Fruit & Herbal Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Pepperminty Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217452,False,,7.95,7.95,7.95
2022-02-03,Ocado,5060548590017,Fruit & Herbal Tea,Small & Wild Ltd,Small & Wild,Small & Wild Snoozy Fox Kids Tea 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/469485011,True,"Save £1, was £5",5.0,4.0,4.0
2022-02-03,Ocado,5032558000398,Fruit & Herbal Tea,Dragonfly Teas,Dragonfly Tea,Dragonfly Organic True Clarity Turmeric 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5032558000398,False,,2.5,2.5,2.5
2022-02-03,Ocado,70177228330,Black Tea,R Twinings & Co Ltd,Twinings,Twinings Dark Brew Tea Bags 40 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177228330,False,,4.0,4.0,4.0
2022-02-03,Ocado,5055068217551,Green Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Rose China Green Tea Teabags 10 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217551,False,,7.95,7.95,7.95
2022-02-03,Ocado,8000070052628,Instant Coffee,Luigi Lavazza S.p.A.,Lavazza,Lavazza Prontissimo Intenso Instant Coffee 95g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/416079011,True,"Half price, was £4.70",4.7,2.35,2.35
2022-02-03,Ocado,5055068217407,Green Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols China Green Tea with Rice Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217407,False,,8.95,8.95,8.95
2022-02-03,Ocado,54881015554,English Breakfast Tea,Ahmad Tea Company,Ahmad Tea,Ahmad Tea Royal Breakfast Tea Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0054881015554,False,,4.0,4.0,4.0
2022-02-03,Ocado,634158826870,Green Tea,Taiki Tea,Taiki Tea,Taiki Tea Premium Organic Ceremonial Matcha Packet 100g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/407459011,False,,40.0,40.0,40.0
2022-02-03,Ocado,5055068217445,Fruit & Herbal Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Camomile Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217445,False,,7.95,7.95,7.95
2022-02-03,Ocado,5055068217391,Green Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Rose China Green Tea Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217391,False,,8.95,8.95,8.95
2022-02-03,Ocado,8000070036284,Coffee Beans,Luigi Lavazza S.p.A.,Lavazza,Lavazza Qualita Rossa Coffee Beans 250g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/8000070036284,True,Buy any 2 for £6.50,4.0,4.0,3.25
2022-02-03,Ocado,730822,Everyday Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Everyday Tea Bags 80 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000730822,False,,1.2,1.2,1.2
2022-02-03,Ocado,5055068217643,Green Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Hongquin Green Tea Teabags 25 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217643,False,,9.95,9.95,9.95
2022-02-03,Ocado,730877,Black Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Pure Origin Assam Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000730877,False,,1.9,1.9,1.9
2022-02-03,Ocado,5021554001591,Green Tea,Clearspring Ltd,Clearspring,Clearspring Organic Japanese Matcha Genmaicha Green Tea Teabags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5021554001591,True,"Save 15%, was £3.70",3.7,3.14,3.14
2022-02-03,Ocado,850835000115,Fruit & Herbal Tea,Pukka Herbs,Pukka,Pukka Organic Love Tea Bags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0850835000115,False,,3.45,3.45,3.45
2022-02-03,Ocado,615357118546,Ground Coffee,Taylors of Harrogate,Taylors of Harrogate,Taylors of Harrogate Limited Edition Ingana Ground Coffee 227g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0615357118546,True,Buy any 2 for £6,3.75,3.75,3.0
2022-02-03,Ocado,5000208015245,Fruit & Herbal Tea,Tata Global Beverages GB Ltd,Good Earth,Good Earth Teabags Orange and Passionfruit 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/562662011,True,"Now £2, was £2.99",2.99,2.0,2.0
2022-02-03,Ocado,735292,Chai Tea,Marks and Spencer plc,Marks and Spencer,M&S Fairtrade Chai Tea Bags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0000000735292,False,,1.9,1.9,1.9
2022-02-03,Ocado,5034718070043,Instant Coffee,Little's,Little's,Little's Premium Origin Instant Coffee Colombian 50g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/397094011,False,,3.0,3.0,3.0
2022-02-03,Ocado,5055068217476,English Breakfast Tea,Harvey Nichols,Harvey Nichols,Harvey Nichols Must Have Bags English Breakfast Teabags 50 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5055068217476,False,,9.95,9.95,9.95
2022-02-03,Ocado,5060499230161,Chai Tea,Hoogly Tea Ltd,Hoogly,Hoogly Tea Baked Apple Chai Tea Pyramid Bags 15 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/484943011,False,,5.0,5.0,5.0
2022-02-03,Ocado,5055540024462,Coffee Beans,Ocado Retail Ltd,Ocado,Ocado Espresso Roasted Coffee Beans 1kg,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/313341011,False,,10.5,10.5,10.5
2022-02-03,Ocado,4012824402515,Fruit & Herbal Tea,Euro Food Brands Ltd,Yogi Tea,Yogi Tea Throat Comfort Organic Tea Bags 17 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/4012824402515,False,,3.0,3.0,3.0
2022-02-03,Ocado,5060229014467,Green Tea,Pukka Herbs,Pukka,Pukka Organic Fair Mint Matcha Green 20 Tea Bags 30g,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229014467,False,,3.45,3.45,3.45
2022-02-03,Ocado,70177228378,Chai Tea,R Twinings & Co Ltd,Twinings,"Twinings Dark Chai Tea, 40 Tea Bags",https://s3.eu-central-1.amazonaws.com/bn.production.core-images/0070177228378,False,,4.0,4.0,4.0
2022-02-03,Ocado,5060229011565,English Breakfast Tea,Pukka Herbs,Pukka,Pukka Organic Elegant English Breakfast Tea Bags 20 per pack,https://s3.eu-central-1.amazonaws.com/bn.production.core-images/5060229011565,False,,3.45,3.45,3.45
